filename	caseID	cite	description	date	type	position
Case_6013_004	6013	1987 WL 880106 	Brief Amicus Curiae of the Anti-Defamation League of B'nai B'rith in Support of Appellee 	Oct. Term 1987	Amicus Curiae	appellee
Case_6013_005	6013	1987 WL 880105 	 Brief Amicus Curiae of the American Civil Liberties Union, the Aclu of Virginia, and the Aclu of Northern California in Support of Appellant 	Oct. Term 1987	Amicus Curiae	appellant
Case_6013_006	6013	1987 WL 880104 	 Brief of the States of New York, California, Connecticut, Illinois, Massachusetts, Minnesota, New Jersey, Ohio, Oregon, Rhode Island, South Carolina, Washington, West Virginia, Wisconsin, Wyoming and the District of Columbia As Amici Curiae In Suppor t of Appellant 	Oct. Term 1987	Amicus Curiae	appellant
Case_6013_007	6013	1987 WL 880103 	 Brief of The National League of Cities, U.S. Conference of Mayors, National Association of Counties, and International City Management Association as Amici Curiae in Support of Appellant 	Oct. Term 1987	Amicus Curiae	appellant
Case_6013_008	6013	1987 WL 880102 	 Brief of Amicus Curiae City and County of San Francisco, California 	Oct. Term 1987	Amicus Curiae	undeclared
Case_6013_009	6013	1987 WL 880101 	Brief of the State of Michigan as Amicus Curiae in Support of Appellant	Oct. Term 1987	Amicus Curiae	appellant
Case_6013_010	6013	1988 WL 1025711 	 Brief Amicus Curiae for the Naacp Legal Defense & Educational Fund, Inc. 	Apr. 21, 1988	Amicus Curiae	undeclared
Case_6013_011	6013	1988 WL 1025708 	 Brief of the Minority Business Enterprise Legal Defense and Education Fund, Inc. ''MBELDEF'' and the Louisiana Association of Minority and Women Owned Businesses, Inc. ''LAMWOB'' as Amici Curiae in Support of Appellant	Apr. 21, 1988	Amicus Curiae	appellant
Case_6013_012	6013	1988 WL 1025707 	 Brief of Amici Curiae--Lawyers' Committee for Civil Rights Under Law, Mexican-American Legal Defense and Educational Fund, Now Legal Defense and Educational Fund, the National Association for the Advancement of Colored People, and Women's Legal Defen se Fund in Support of the Appellant 	Apr. 21, 1988	Amicus Curiae	appellant
Case_6013_013	6013	1988 WL 1025706 	 Brief of Alpha Kappa Alpha Sorority; Coalition for Civil Rights; Coalition for Economic Equity; Council of Asian-American Business Association; Golden Gate Section of the Society of Women Engineers; Hispanic Chamber of Commerce, San Francisco; Kappa Alpha Psi Fraternity; National Bar Association; San Francisco Black Chamber of Commerce; Western Region-National Association for the Advancement of Colored People Naacp ; Aileen Hernandez Associates; American Property Exchange; Casa Sanchez; Cory Gi	Apr. 21, 1988	Amicus Curiae	appellant
Case_6013_014	6013	1988 WL 1025701 	 Brief of the State of Maryland as Amicus Curiae in Support of Appellant 	Apr. 21, 1988	Amicus Curiae	appellant
Case_6013_015	6013	1988 WL 1025699 	 Brief of the Maryland Legislative Black Caucus as Amicus Curiae in Support of Appellant 	Apr. 21, 1988	Amicus Curiae	appellant
Case_6013_016	6013	1988 WL 1025698 	 Brief of Appellant City of Richmond 	Apr. 21, 1988	Litigant	appellant
Case_6013_017	6013	1988 WL 1023105 	 Brief Amicus Curiae for the NAACP Legal Defense & Educational Fund, Inc. 	Apr. 21, 1988	Amicus Curiae	undeclared
Case_6013_018	6013	1988 WL 1023102 	 Brief of the States of New York, California, Connecticut, Illinois, Massachusetts, Minnesota, New Jersey, Ohio, Oregon, Rhode Island, South Carolina, Washington, West Virginia, Wisconsin, Wyoming and the District of Columbia As Amici Curiae In Suppor t of Appellant 	Apr. 21, 1988	Amicus Curiae	appellant
Case_6013_019	6013	1988 WL 1023101 	 Brief of the State of Maryland as Amicus Curiae in Support of Appellant 	Apr. 21, 1988	Amicus Curiae	appellant
Case_6013_020	6013	1988 WL 1025713 	 Brief Amicus Curiae of Pacific Legal Foundation in Support of Appellee 	Jun. 06, 1988	Amicus Curiae	appellee
Case_6013_021	6013	1988 WL 1025717 	 Brief on Behalf of the Apellee 	Jun. 08, 1988	Litigant	appellee
Case_6013_022	6013	1988 WL 1025716 	 Brief Amicus Curiae of Southeastern Legal Foundation, Inc. in Support of Appellee 	Jun. 08, 1988	Amicus Curiae	appellee
Case_6013_023	6013	1988 WL 1025715 	 Brief for the United States as Amicus Curiae Supporting Appellee 	Jun. 08, 1988	Amicus Curiae	appellee
Case_6013_024	6013	1988 WL 1025714 	 Brief of the Associated Specialty Contractors, Inc., Amicus Curiae 	Jun. 08, 1988	Amicus Curiae	undeclared
Case_6013_025	6013	1988 WL 1023136 	 Brief on Behalf of the Apellee 	Jun. 08, 1988	Litigant	appellee
Case_6013_026	6013	1988 WL 1023108 	 Brief Amicus Curiae of the Anti-Defamation League of B'Nai B'Rith in Support of Appellee 	Jun. 08, 1988	Amicus Curiae	appellee
Case_6013_028	6013	1988 WL 1023114 	 Reply Brief of Appellant City of Richmond 	Jul. 08, 1988	Litigant	appellant
Case_6014_001	6014	1987 WL 880155 	 Brief for the United States 	Oct. Term 1987	Amicus Curiae	Petitioner
Case_6014_002	6014	1987 WL 880154 	 Brief Amicus Curiae of the International Association of Fire Fighters, AFL-CIO, in Support of Respondents 	Oct. Term 1987	Amicus Curiae	Respondent
Case_6014_006	6014	1988 WL 1026073 	 Reply Brief 	Jun. 02, 1988	Amicus Curiae	Petitioner
Case_6014_008	6014	1988 WL 1025888 	 Brief Amicus Curiae of the American Civil Liberties Union, Alabama Civil Liberties Union, and Women's Equity Action League in Support of Petitioners 	Aug. 17, 1988	Amicus Curiae	Petitioner
Case_6014_009	6014	1988 WL 1025900 	 Brief Amici Curiae of Naacp Legal Defense & Educational Fund, Inc., Women's Legal Defense Fund, National Women's Law Center, and International Association of Black Professional Firefighters in Support of Petitioners 	Aug. 18, 1988	Amicus Curiae	Petitioner
Case_6014_010	6014	1988 WL 1025898 	 Brief Amicus Curiae of the Equal Employment Advisory Council in Support of the Petitioners 	Aug. 18, 1988	Amicus Curiae	Petitioner
Case_6014_011	6014	1988 WL 1025894 	 Brief for the Petitioners the Personnel Board of Jefferson County, Alabama, et al. 	Aug. 18, 1988	Litigant	Petitioner
Case_6014_012	6014	1988 WL 1025901 	 Brief Amicus Curiae of Pacific Legal Foundation in Support of Respondents 	Sep. 15, 1988	Amicus Curiae	Respondent
Case_6014_013	6014	1988 WL 1025905 	 Brief Amicus Curiae of the International Association of Fire Fighters, AFL-CIO, in Support of Respondents 	Sep. 19, 1988	Amicus Curiae	Respondent
Case_6014_014	6014	1988 WL 1026075 	 Brief of Petitioners Richard Arrington, Jr. and the City of Birmingham 	Oct. Term 1988	Litigant	Petitioner
Case_6014_015	6014	1988 WL 1025912 	 Reply Brief of Petitioners Richard Arrington, Jr. and the City of Birmingham 	Oct. Term 1988	Litigant	Petitioner
Case_6014_016	6014	1988 WL 1025911 	 Reply Brief for Petitioners John W. Martin, et al. 	Oct. Term 1988	Litigant	Petitioner
Case_6014_017	6014	1988 WL 1025907 	 Brief for the United States 	Oct. Term 1988	Amicus Curiae	Respondent
Case_6014_018	6014	1988 WL 1025902 	 Brief of Respondents Robert K. Wilks, et al. 	Oct. Term 1988	Litigant	Respondent
Case_6014_019	6014	1988 WL 1025896 	 Brief of Alabama, Arkansas, California, Connecticut, Florida, Georgia, Idaho, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Minnesota, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New York, Ohio, Oklahoma, Rh ode Island and Providence Plantations. South Carolina, Texas, Vermont, Virginia, West Virginia, Wisconsin, Wyoming, the District of Columbia, and the Virgin Islands, As Amici Curiae in Support of Petitioners 	Oct. Term 1988	Amicus Curiae	Petitioner
Case_6014_020	6014	1988 WL 1025892 	 Brief for Petitioners John W. Martin, et al. 	Oct. Term 1988	Litigant	Petitioner
Case_6014_021	6014	1988 WL 1025890 	 Brief of the National League of Cities, National Governors' Association, U.S. Conference of Mayors, Council of State Governments, International City Management Association, National Conference of State Legislatures, and National Association of Counti es as Amici Curiae in Support of Petitioners 	Oct. Term 1988	Amicus Curiae	Petitioner
Case_6015_002	6015	1990 WL 505691 	 REPLY BRIEF FOR PETITIONER 	Mar. 16, 1990	Litigant	Petitioner
Case_6015_003	6015	1990 WL 513125 	 REPLY BRIEF 	Mar. 16, 1990	Litigant	Petitioner
Case_6015_004	6015	1990 WL 10012801 	 Brief of the National League of Cities, National Conference of State Legislatures, National Association of Counties, Council of State Governments, U.S. Conference of Mayors, and International City Management Association as Amici Curiae in Support of Respondents 	Mar. 06, 1990	Amicus Curiae	Respondent
Case_6015_005	6015	1990 WL 10012803 	 Brief Amicus Curiae of Giles Television, Inc. in Support of Respondents 	Mar. 06, 1990	Amicus Curiae	Respondent
Case_6015_006	6015	1990 WL 10012807 	 Brief of Cook Inlet Region, Inc. and Granite Broadcasting Corporation as Amici Curiae in Support of Respondents 	Mar. 06, 1990	Amicus Curiae	Respondent
Case_6015_007	6015	1990 WL 10012813 	 Brief Amicus Curiae for the NAACP Legal Defense & Educational Fund, Inc. in Support of Respondents 	Mar. 06, 1990	Amicus Curiae	Respondent
Case_6015_008	6015	1990 WL 10012819 	 Brief of the National Association of Black Owned Broadcasters, Inc. and Congressman Edolphus Towns Amici Curiae in Support of Respondent 	Mar. 06, 1990	Amicus Curiae	Respondent
Case_6015_009	6015	1990 WL 505690 	 BRIEF FOR RESPONDENT SHURBERG BROADCASTING OF HARTFORD 	Mar. 06, 1990	Litigant	Respondent
Case_6015_010	6015	1990 WL 513123 	 BRIEF FOR FEDERAL COMMUNICATIONS COMMISSION 	Mar. 06, 1990	Litigant	Respondent
Case_6015_011	6015	1990 WL 10012849 	 Brief of Southeastern Legal Foundation, Inc. as Amicus Curiae in Support of Respondent 	Mar. 05, 1990	Amicus Curiae	Respondent
Case_6015_012	6015	1990 WL 10012782 	 Brief of Galaxy Communications, Inc. as Amicus Curiae in Support of Petitioner 	Feb. 09, 1990	Amicus Curiae	Petitioner
Case_6015_013	6015	1990 WL 10012784 	 Brief of Amicus Curiae Jerome Thomas Lamprecht in Support of Petitioner 	Feb. 09, 1990	Amicus Curiae	Petitioner
Case_6015_014	6015	1990 WL 10012787 	 Brief Amici Curiae of Mountain States Legal Foundation and Anti Defamation League of B'nai B'rith in Support of Metro Broadcasting, Inc. 	Feb. 09, 1990	Amicus Curiae	undeclared
Case_6015_015	6015	1990 WL 10012790 	 Brief Amicus Curiae of Associated General Contractors of America, Inc., in Support of Petitioner 	Feb. 09, 1990	Amicus Curiae	Petitioner
Case_6015_016	6015	1990 WL 10012794 	 Brief of Amicus Curiae the Washington Legal Foundation in Support of Petitioner 	Feb. 09, 1990	Amicus Curiae	Petitioner
Case_6015_017	6015	1990 WL 10012834 	 Brief for Federal Communications Commission 	Feb. 09, 1990	Litigant	Respondent
Case_6015_018	6015	1990 WL 10012836 	 Brief for Petitioner 	Feb. 09, 1990	Litigant	Petitioner
Case_6015_019	6015	1990 WL 10012841 	 Brief of the National Association of Black Owned Broadcasters, Inc. Amicus Curiae in Support of Petitioner 	Feb. 09, 1990	Amicus Curiae	Petitioner
Case_6015_020	6015	1990 WL 10012843 	 Brief Amicus Curlae of the American Civil Liberties Union, the New York City Commission on Human Rights, and the Now Legal Defense and Education Fund in Support of Petitioner in No. 89-700 and in Support of Respondents in No. 89-453 	Feb. 09, 1990	Amicus Curiae	Respondent
Case_6015_021	6015	1990 WL 505687 	 BRIEF FOR PETITIONER 	Feb. 09, 1990	Litigant	Petitioner
Case_6015_022	6015	1990 WL 505688 	 BRIEF FOR FEDERAL COMMUNICATIONS COMMISSION 	Feb. 09, 1990	Litigant	Respondent
Case_6015_023	6015	1990 WL 513122 	 BRIEF FOR PETITIONER METRO BRoADCASTING, INC. 	Feb. 09, 1990	Litigant	Petitioner
Case_6015_024	6015	1990 WL 10012831 	 Brief of the National Bar Association Amicus Curiae in Support of Petitioner 	Feb. 08, 1990	Amicus Curiae	Petitioner
Case_6015_025	6015	1989 WL 1126969 	 Motion of the Competitive Enterprise Institute for Leave to File A Brief Amicus Curiae and Brief Amicus Curiae in Support of Petitioner Metro Broadcasting 	Dec. 05, 1989	Amicus Curiae	Petitioner
Case_6015_026	6015	1989 WL 1127022 	 Brief of Amici Curiae Congressional Black Caucus, the National Association for the Advancement of Colored People, National Black Media Coalition, and the League of United Latin American Citizens 	Dec. 05, 1989	Amicus Curiae	undeclared
Case_6015_027	6015	1989 WL 1126973 	 Brief Amicus Curiae of Pacific Legal Foundation in Support of Petitioner 	Oct. Term 1989	Amicus Curiae	Petitioner
Case_6015_028	6015	1989 WL 1126975 	 Brief for the United States as Amicus Curiae Supporting Petitioner 	Oct. Term 1989	Amicus Curiae	Petitioner
Case_6015_032	6015	1989 WL 1126996 	 Brief of Congressional Black Caucus, the National Association for the Advancement of Colored People, National Black Media Coalition, and the League of United Latin American Citizens as Amicus Curiae in Support of Respondents 	Oct. Term 1989	Amicus Curiae	Respondent
Case_6015_033	6015	1989 WL 1127001 	 Brief of the National Bar Association Amicus Curiae in Support of Respondent 	Oct. Term 1989	Amicus Curiae	Respondent
Case_6015_034	6015	1989 WL 1127002 	 Brief of Lawyers' Committee for Civil Rights Under Law as Amicus Curiae in Support of Respondents 	Oct. Term 1989	Amicus Curiae	Respondent
Case_6015_035	6015	1989 WL 1127005 	 Brief Amicus Curiae of American Women in Radio and Television, Inc. in Support of Respondents 	Oct. Term 1989	Amicus Curiae	Respondent
Case_6015_036	6015	1989 WL 1127007 	 American Jewish Committee, Black Citizens for a Fair Media, Communications Committee of the Connecticut Conference of the United Church of Christ, Fidelia Lane, Department of Communications of the Capitol Region Conference of Churches, Office of Comm unication of the United Church of Christ, People for the American Way, the Reverend Alexis Sidorak, Steven Sidorak, Sherman G. Tarr, Telecommunications Research and Action Center, and the Reverend Mark Welch As Amici Curiae In Support of Respondent% 	Oct. Term 1989	Amicus Curiae	Respondent
Case_6015_037	6015	1989 WL 1127031 	 Brief of Congressional Black Caucus, the National Association for the Advancement of Colored People, National Black Media Coalition, and the League of United Latin American Citizens as Amicus Curiae in Support of Petitioners 	Oct. Term 1989	Amicus Curiae	Petitioner
Case_6015_038	6015	1989 WL 1127040 	 Brief Amicus Curiae of Pacific Legal Foundation in Support of Respondents 	Oct. Term 1989	Amicus Curiae	Respondent
Case_6015_039	6015	1989 WL 1127044 	 Brief for Respondent Shurberg Broadcasting of Hartford 	Oct. Term 1989	Litigant	Respondent
Case_6015_040	6015	1989 WL 1127048 	 Brief for the United States as Amicus Curiae Supporting Respondent Shurberg Broadcasting of Hartford, Inc. 	Oct. Term 1989	Amicus Curiae	Respondent
Case_6015_041	6015	1989 WL 1127051 	 Reply Brief for Petitioner 	Oct. Term 1989	Litigant	Petitioner
Case_6015_042	6015	1989 WL 434724 	 BRIEF FOR RESPONDENT INTERVENOR RAINBOW BROADCASTING COMPANY 	Oct. Term 1989	Litigant	Respondent
Case_6016_001	6016	1994 WL 614914 	 PETITIONER'S BRIEF 	Nov. 07, 1994	Litigant	Petitioner
Case_6016_002	6016	1994 WL 694992 	 BRIEF FOR THE RESPONDENTS 	Dec. 08, 1994	Litigant	Respondent
Case_6016_003	6016	1995 WL 61020 	 Oral Argument 	Jan. 17, 1995	NA	NA
Case_6019_001	6019	2003 WL 144985	 Brief Amicus Curiae of Pacific Legal Foundation in Support of Petitioner	Jan. 14, 2003	Amicus Curiae	Petitioner
Case_6019_002	6019	2003 WL 144938	 Brief for Amicus Curiae National Association of Scholars in Support of Petitioners	Jan. 15, 2003	Amicus Curiae	Petitioner
Case_6019_003	6019	2003 WL 181950	 Brief of the Amicus Curiae the Massachusetts School of Law in Support of Neither Party	Jan. 16, 2003	Amicus Curiae	undeclared
Case_6019_004	6019	2003 WL 164185	 Brief for the Petitioner	Jan. 16, 2003	Litigant	Petitioner
Case_6019_005	6019	2003 WL 164184	 Brief Amicus Curiae of Ward Connerly in Support of Petitioners	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6019_006	6019	2003 WL 164181	 Brief of Amici Curiae Law Professors Larry Alexander, Robert A. Anthony, Kingsley R. Browne, Jim Chen, George W. Dent, Jr., Stephen G. Gilles, Robert H. Heidt, Gail Heriot, Michael I. Krauss, Gary Lawson, Mark R. Lee, Nelson Lund, John McGinnis, Geof frey Miller, Dale A. Nance, Michael Stokes Paulsen, Stephen B. Presser, Michael Rappaport, Maimon Schwarzschild, Bernard H. Siegan, and Christopher T. Wonnell in Support of Petitioner	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6019_007	6019	2003 WL 164165	 Brief Amicus Curiae of the Criminal Justice Legal Foundation in Support of Neither Party	Jan. 16, 2003	Amicus Curiae	undeclared
Case_6019_008	6019	2003 WL 151157	 Brief for the United States as Amicus Curiae Supporting Petitioner	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6019_009	6019	2003 WL 176635	 Brief for the United States as Amicus Curiae Supporting Petitioner	Jan. 17, 2003	Amicus Curiae	Petitioner
Case_6019_010	6019	2003 WL 359254	 Brief on Behalf of Hillary Browne, Danielle Conley, Nadine Jones Francis, Robin Konrad, and the Students of Howard University School of Law as Amici Curiae in Support of Respondents	Feb. 10, 2003	Amicus Curiae	Respondent
Case_6019_011	6019	2003 WL 359269	 Brief of Amicus Curiae the School of Law of the University of North Carolina Supporting Respondents	Feb. 11, 2003	Amicus Curiae	Respondent
Case_6019_012	6019	2003 WL 398350	 Brief for the Bay Mills Indian Community, Grand Traverse Band of Ottawa and Chippewa Indians, Hannahville Indian Community, Keweenaw Bay Indian Community, Lac Vieux Desert Band of Lake Superior Chippewa Indians, Little River Band of Ottawa Indians, L ittle Traverse Bay Bands of Odawa Indians, Match-E-Be-Nash-She-Wish Band of Pottawatomi Indians of Michigan, Nottawaseppi Huron Band of Potawatomi, Oneida Tribe of Indians of Wisconsin, Sault Ste. Marie Tribe of Chippewa Indians, and Michigan Indian	Feb. 13, 2003	Amicus Curiae	Respondent
Case_6019_013	6019	2003 WL 537217	 Brief of Amicus Curiae Michigan Black Law Alumni Society in Support of Respondents	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6019_014	6019	2003 WL 402090	 Brief of Parties in Amicus Curiae From Members and Former Members of the Pennsylvania General Assembly and Pennsylvania Civic Leaders in Support of Respondents	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6019_015	6019	2003 WL 399628	 Brief for the NAACP Legal Defense and Educational Fund, Inc. and the American Civil Liberties Union as Amici Curiae in Support of Respondents	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6019_016	6019	2003 WL 399157	 Brief for Graduate Management Admission Council and the Executive Leadership Council as Amici Curiae in Support of Respondents	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6019_017	6019	2003 WL 399076	 Brief of Amicus Curiae Association of American Law Schools in Support of Respondents	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6019_018	6019	2003 WL 399069	 Brief of Amici Curiae American Council on Education and 52 Other Higher Education Organizations in Support of Respondents	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6019_019	6019	2003 WL 398338	 Brief of the Association of American Medical Colleges, et al., as Amici Curiae in Support of Respondents	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6019_020	6019	2003 WL 399228	 Brief of Latino Organizations as Amici Curiae in Support of Respondents	Feb. 17, 2003	Amicus Curiae	Respondent
Case_6019_021	6019	2003 WL 554405	 Brief of Amici Curiae UCLA School of Law Students of Color in Support of Respondents	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6019_022	6019	2003 WL 554404	 Brief of 13,922 Current Law Students at Accredited American Law Schools as Amici Curiae in Support of Respondents	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6019_023	6019	2003 WL 539178	 Brief Amici Curiae of Veterans of the Southern Civil Rights Movement and Family Members of Murdered Civil Rights Activists in Support of Respondents	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6019_024	6019	2003 WL 536754	 Brief of the Clinical Legal Education Association as Amicus Curiae Supporting Respondents	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6019_025	6019	2003 WL 402236	 Brief for Respondents	Feb. 18, 2003	Litigant	Respondent
Case_6019_026	6019	2003 WL 399229	 Brief of the Law School Admission Council as Amicus Curiae in Support of Respondents	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6019_027	6019	2003 WL 399207	 Brief of the Harvard Black Law Students Association, Stanford Black Law Students Association and Yale Black Law Students Association as Amici Curiae Supporting Respondents	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6019_028	6019	2003 WL 398388	 Brief of King County Bar Association as Amicus Curiae in Support of Respondents	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6019_029	6019	2003 WL 398384	 Brief Amici Curiae of The Hispanic National Bar Association and the Hispanic Association of Colleges and Universities in Support of Respondents	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6019_030	6019	2003 WL 398358	 Brief Amici Curiae of the Coalition for Economic Equity, The Santa Clara University School of Law Center for Social Justice and Public Service, The Justice Collective, The Charles Houston Bar Association, and The California Association of Black Lawye rs in Support of Respondents	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6019_031	6019	2003 WL 398328	 Brief for the Arizona State University College of Law Supporting Respondents	Feb. 18, 2003	Litigant	Respondent
Case_6019_032	6019	2003 WL 398313	 Brief of the American Sociological Association, et al., as Amici Curiae in Support of Respondents	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6019_033	6019	2003 WL 398292	 Brief of the American Educational Research Association, the Association of American Colleges and Universities, and the American Association for Higher Education as Amici Curiae in Support of Respondents	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6019_034	6019	2003 WL 554403	 Brief Amicus Curiae of the New York State Black and Puerto Rican Legislative Caucus	Feb. 19, 2003	Amicus Curiae	undeclared
Case_6019_035	6019	2003 WL 554400	 Brief for the National Center for Fair & Open Testing Fairtest as Amicus Curiae Supporting Respondents	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6019_036	6019	2003 WL 554398	 Brief of Amici Curiae Judith Areen, Katharine Bartlett, Michael Fitts, Anthony Kronman, David Leebron, Saul Levmore, Richard Revesz, Kathleen Sullivan, Lee Teitelbaum, and David Van Zandt F in their Individual Capacities as Deans of, Respectively, Ge orgetown Law Center, Duke Law School, University of Pennsylvania Law School, Yale Law School, Columbia Law School, University of Chicago Law School, New York University Law School, Stanford Law School, Cornell Law School, and Northwestern Universit	Feb. 19, 2003	Amicus Curiae	respondent
Case_6019_037	6019	2003 WL 554393	 Brief of Amici Curiae on Behalf of a Committee of Concerned Black Graduates of ABA Accredited Law Schools: Vicky L. Beasley, Devon W. Carbado, Tasha L. Cooper, Kimberle Crenshaw, Luke Harris, Shavar Jeffries, Sidney Majalya, Wanda R. Stansbury, Jory Steele, et al., in Support of Respondents	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6019_038	6019	2003 WL 539061	 Brief of the University of Michigan Asian Pacific American Law Students Association, the University of Michigan Black Law Students' Alliance, the University of Michigan Latino Law Students Association, and the University of Michigan Native American L aw Students Association as Amici Curiae in Support of Respondents	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6019_039	6019	2003 WL 399230	 Brief of Amici Curiae The Lawyers' Committee for Civil Rights Under Law, National Association for The Advancement of Colored People, Minority Business Enterprise Legal Defense and Education Fund, Inc., National Women's Law Center, National Partnershi p for Women & Families, Coalition of Bar Associations of Color, and Sigma Pi Phi Fraternity in Support of Respondents	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6019_040	6019	2003 WL 399070	 Brief of American Law Deans Association as Amicus Curiae in Support of Respondents	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6019_041	6019	2003 WL 399060	 Brief of the Society of American Law Teachers as Amicus Curiae in Support of Respondents	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6019_042	6019	2003 WL 399046	 Brief of Amici Curiae, The New Mexico Hispanic Bar Association, The New Mexico Black Lawyers Association, and The New Mexico Indian Bar Association in Support of the Respondents	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6019_043	6019	2003 WL 398820	 Brief for the NAACP Legal Defense and Educational Fund, Inc. and the American Civil Liberties Union as Amici Curiae in Support of Respondents	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6019_044	6019	2003 WL 716302	 Brief for Respondents Kimberly James, et al.	Feb. 21, 2003	Litigant	Respondent
Case_6019_045	6019	2003 WL 1610793	 Petitioner's Reply Brief	Mar. 24, 2003	Litigant	Petitioner
Case_6019_046	6019	2003 WL 1728613	 Oral Argument	Apr. 01, 2003	NA	NA
Case_6020_001	6020	2003 WL 145520 	 Brief Amicus Curiae of Pacific Legal Foundation in Support of Petitioners 	Jan. 14, 2003	Amicus Curiae	Petitioner
Case_6020_002	6020	2003 WL 145515 	 Brief for Amicus Curiae National Association of Scholars in Support of Petitioners 	Jan. 15, 2003	Amicus Curiae	Petitioner
Case_6020_003	6020	2003 WL 144864 	 Brief of the Center for New Black Leadership as Amicus Curiae in Support of Petitioners 	Jan. 15, 2003	Amicus Curiae	Petitioner
Case_6020_004	6020	2003 WL 367212 	 Brief Amicus Curiae of Duane C. Ellison, Pro se, in support of Petitioner 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_005	6020	2003 WL 252513 	 Brief Amicus Curiae of Reason Foundation in Support of Petitioners 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_006	6020	2003 WL 182930 	 Brief of the State of Florida and the Honorable John Ellis ''Jeb'' Bush, Governor, as Amici Curiae in Support of Petitioners 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_007	6020	2003 WL 176629 	 Brief for the United States as Amicus Curiae Supporting Petitioners 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_008	6020	2003 WL 164186 	 Brief for the Petitioners 	Jan. 16, 2003	Litigant	Petitioner
Case_6020_009	6020	2003 WL 164182 	 Brief of Amicus Curiae the Michigan Association of Scholars in Support of Petitioners 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_010	6020	2003 WL 164152 	 Brief of the Center for the Advancement of Capitalism as Amicus Curiae Supporting the Petitioners 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_011	6020	2003 WL 152372 	 Brief Amicus Curiae of the Equal Employment Advisory Council in Support of Neither Party 	Jan. 16, 2003	Amicus Curiae	undeclared
Case_6020_012	6020	2003 WL 152371 	 Brief of Amicus Curiae The Claremont Institute Center for Constitutional Jurisprudence In Support of Petitioners 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_013	6020	2003 WL 152369 	 Brief of Amicus Curiae Center for Individual Freedom in Support of Petitioners 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_014	6020	2003 WL 152365 	 Brief Amici Curiae of the Center for Equal Opportunity, the Independent Women's Forum, and the American Civil Rights Institute in Support of Petitioner 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_015	6020	2003 WL 152364 	 Brief of the Cato Institute as Amicus Curiae in Support of Petitioners 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_016	6020	2003 WL 152363 	 Brief of the Asian American Legal Foundation as Amicus Curiae in Support of Petitioners 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_017	6020	2003 WL 152360 	 Brief Amicus Curiae of Anti-Defamation League in Support of Neither Party 	Jan. 16, 2003	Amicus Curiae	undeclared
Case_6020_018	6020	2003 WL 151258 	 Brief for the United States as Amicus Curiae Supporting Petitioner 	Jan. 16, 2003	Amicus Curiae	Petitioner
Case_6020_019	6020	2003 WL 252508 	 Brief of the Hayden Family as Amicus Curiae in Support of Respondents 	Jan. 31, 2003	Amicus Curiae	Respondent
Case_6020_020	6020	2003 WL 402128 	 Brief of Representative Richard A. Gephardt, et al., as Amici Curiae Supporting Respondents 	Feb. 13, 2003	Amicus Curiae	Respondent
